index,state,country,lat,long,date,recovered,recovered_new
6106,,argentina,-38.4161,-63.6167,2020-02-16,0,0
6350,,argentina,-38.4161,-63.6167,2020-02-17,0,0
6594,,argentina,-38.4161,-63.6167,2020-02-18,0,0
6838,,argentina,-38.4161,-63.6167,2020-02-19,0,0
7082,,argentina,-38.4161,-63.6167,2020-02-20,0,0
7326,,argentina,-38.4161,-63.6167,2020-02-21,0,0
7570,,argentina,-38.4161,-63.6167,2020-02-22,0,0
7814,,argentina,-38.4161,-63.6167,2020-02-23,0,0
8058,,argentina,-38.4161,-63.6167,2020-02-24,0,0
8302,,argentina,-38.4161,-63.6167,2020-02-25,0,0
8546,,argentina,-38.4161,-63.6167,2020-02-26,0,0
8790,,argentina,-38.4161,-63.6167,2020-02-27,0,0
9034,,argentina,-38.4161,-63.6167,2020-02-28,0,0
9278,,argentina,-38.4161,-63.6167,2020-02-29,0,0
9522,,argentina,-38.4161,-63.6167,2020-03-01,0,0
9766,,argentina,-38.4161,-63.6167,2020-03-02,0,0
10010,,argentina,-38.4161,-63.6167,2020-03-03,0,0
10254,,argentina,-38.4161,-63.6167,2020-03-04,0,0
10498,,argentina,-38.4161,-63.6167,2020-03-05,0,0
10742,,argentina,-38.4161,-63.6167,2020-03-06,0,0
10986,,argentina,-38.4161,-63.6167,2020-03-07,0,0
11230,,argentina,-38.4161,-63.6167,2020-03-08,0,0
11474,,argentina,-38.4161,-63.6167,2020-03-09,0,0
11718,,argentina,-38.4161,-63.6167,2020-03-10,0,0
11962,,argentina,-38.4161,-63.6167,2020-03-11,0,0
12206,,argentina,-38.4161,-63.6167,2020-03-12,0,0
12450,,argentina,-38.4161,-63.6167,2020-03-13,0,0
12694,,argentina,-38.4161,-63.6167,2020-03-14,1,1
12938,,argentina,-38.4161,-63.6167,2020-03-15,1,0
13182,,argentina,-38.4161,-63.6167,2020-03-16,1,0
13426,,argentina,-38.4161,-63.6167,2020-03-17,3,2
13670,,argentina,-38.4161,-63.6167,2020-03-18,3,0
13914,,argentina,-38.4161,-63.6167,2020-03-19,3,0
14158,,argentina,-38.4161,-63.6167,2020-03-20,3,0
14402,,argentina,-38.4161,-63.6167,2020-03-21,3,0
14646,,argentina,-38.4161,-63.6167,2020-03-22,3,0
14890,,argentina,-38.4161,-63.6167,2020-03-23,3,0
15134,,argentina,-38.4161,-63.6167,2020-03-24,52,49
15378,,argentina,-38.4161,-63.6167,2020-03-25,52,0
15622,,argentina,-38.4161,-63.6167,2020-03-26,63,11
15866,,argentina,-38.4161,-63.6167,2020-03-27,72,9
16110,,argentina,-38.4161,-63.6167,2020-03-28,72,0
16354,,argentina,-38.4161,-63.6167,2020-03-29,72,0
16598,,argentina,-38.4161,-63.6167,2020-03-30,228,156
16842,,argentina,-38.4161,-63.6167,2020-03-31,240,12
17086,,argentina,-38.4161,-63.6167,2020-04-01,248,8
17330,,argentina,-38.4161,-63.6167,2020-04-02,256,8
17574,,argentina,-38.4161,-63.6167,2020-04-03,266,10
7,,armenia,40.0691,45.0382,2020-01-22,0,0
251,,armenia,40.0691,45.0382,2020-01-23,0,0
495,,armenia,40.0691,45.0382,2020-01-24,0,0
739,,armenia,40.0691,45.0382,2020-01-25,0,0
983,,armenia,40.0691,45.0382,2020-01-26,0,0
1227,,armenia,40.0691,45.0382,2020-01-27,0,0
1471,,armenia,40.0691,45.0382,2020-01-28,0,0
1715,,armenia,40.0691,45.0382,2020-01-29,0,0
1959,,armenia,40.0691,45.0382,2020-01-30,0,0
2203,,armenia,40.0691,45.0382,2020-01-31,0,0
2447,,armenia,40.0691,45.0382,2020-02-01,0,0
2691,,armenia,40.0691,45.0382,2020-02-02,0,0
2935,,armenia,40.0691,45.0382,2020-02-03,0,0
3179,,armenia,40.0691,45.0382,2020-02-04,0,0
3423,,armenia,40.0691,45.0382,2020-02-05,0,0
3667,,armenia,40.0691,45.0382,2020-02-06,0,0
3911,,armenia,40.0691,45.0382,2020-02-07,0,0
4155,,armenia,40.0691,45.0382,2020-02-08,0,0
4399,,armenia,40.0691,45.0382,2020-02-09,0,0
4643,,armenia,40.0691,45.0382,2020-02-10,0,0
4887,,armenia,40.0691,45.0382,2020-02-11,0,0
5131,,armenia,40.0691,45.0382,2020-02-12,0,0
5375,,armenia,40.0691,45.0382,2020-02-13,0,0
5619,,armenia,40.0691,45.0382,2020-02-14,0,0
5863,,armenia,40.0691,45.0382,2020-02-15,0,0
6107,,armenia,40.0691,45.0382,2020-02-16,0,0
6351,,armenia,40.0691,45.0382,2020-02-17,0,0
6595,,armenia,40.0691,45.0382,2020-02-18,0,0
6839,,armenia,40.0691,45.0382,2020-02-19,0,0
7083,,armenia,40.0691,45.0382,2020-02-20,0,0
7327,,armenia,40.0691,45.0382,2020-02-21,0,0
7571,,armenia,40.0691,45.0382,2020-02-22,0,0
7815,,armenia,40.0691,45.0382,2020-02-23,0,0
8059,,armenia,40.0691,45.0382,2020-02-24,0,0
8303,,armenia,40.0691,45.0382,2020-02-25,0,0
8547,,armenia,40.0691,45.0382,2020-02-26,0,0
8791,,armenia,40.0691,45.0382,2020-02-27,0,0
9035,,armenia,40.0691,45.0382,2020-02-28,0,0
9279,,armenia,40.0691,45.0382,2020-02-29,0,0
9523,,armenia,40.0691,45.0382,2020-03-01,0,0
9767,,armenia,40.0691,45.0382,2020-03-02,0,0
10011,,armenia,40.0691,45.0382,2020-03-03,0,0
10255,,armenia,40.0691,45.0382,2020-03-04,0,0
10499,,armenia,40.0691,45.0382,2020-03-05,0,0
10743,,armenia,40.0691,45.0382,2020-03-06,0,0
10987,,armenia,40.0691,45.0382,2020-03-07,0,0
11231,,armenia,40.0691,45.0382,2020-03-08,0,0
11475,,armenia,40.0691,45.0382,2020-03-09,0,0
11719,,armenia,40.0691,45.0382,2020-03-10,0,0
11963,,armenia,40.0691,45.0382,2020-03-11,0,0
12207,,armenia,40.0691,45.0382,2020-03-12,0,0
12451,,armenia,40.0691,45.0382,2020-03-13,0,0
12695,,armenia,40.0691,45.0382,2020-03-14,0,0
12939,,armenia,40.0691,45.0382,2020-03-15,0,0
13183,,armenia,40.0691,45.0382,2020-03-16,0,0
13427,,armenia,40.0691,45.0382,2020-03-17,1,1
13671,,armenia,40.0691,45.0382,2020-03-18,1,0
13915,,armenia,40.0691,45.0382,2020-03-19,1,0
14159,,armenia,40.0691,45.0382,2020-03-20,1,0
14403,,armenia,40.0691,45.0382,2020-03-21,1,0
14647,,armenia,40.0691,45.0382,2020-03-22,2,1
14891,,armenia,40.0691,45.0382,2020-03-23,2,0
15135,,armenia,40.0691,45.0382,2020-03-24,14,12
15379,,armenia,40.0691,45.0382,2020-03-25,16,2
15623,,armenia,40.0691,45.0382,2020-03-26,18,2
15867,,armenia,40.0691,45.0382,2020-03-27,28,10
16111,,armenia,40.0691,45.0382,2020-03-28,30,2
16355,,armenia,40.0691,45.0382,2020-03-29,30,0
16599,,armenia,40.0691,45.0382,2020-03-30,30,0
16843,,armenia,40.0691,45.0382,2020-03-31,30,0
17087,,armenia,40.0691,45.0382,2020-04-01,31,1
17331,,armenia,40.0691,45.0382,2020-04-02,33,2
17575,,armenia,40.0691,45.0382,2020-04-03,43,10
8,australian-capital-territory,australia,-35.4735,149.0124,2020-01-22,0,0
252,australian-capital-territory,australia,-35.4735,149.0124,2020-01-23,0,0
496,australian-capital-territory,australia,-35.4735,149.0124,2020-01-24,0,0
740,australian-capital-territory,australia,-35.4735,149.0124,2020-01-25,0,0
984,australian-capital-territory,australia,-35.4735,149.0124,2020-01-26,0,0
1228,australian-capital-territory,australia,-35.4735,149.0124,2020-01-27,0,0
1472,australian-capital-territory,australia,-35.4735,149.0124,2020-01-28,0,0
1716,australian-capital-territory,australia,-35.4735,149.0124,2020-01-29,0,0
1960,australian-capital-territory,australia,-35.4735,149.0124,2020-01-30,0,0
2204,australian-capital-territory,australia,-35.4735,149.0124,2020-01-31,0,0
2448,australian-capital-territory,australia,-35.4735,149.0124,2020-02-01,0,0
2692,australian-capital-territory,australia,-35.4735,149.0124,2020-02-02,0,0
2936,australian-capital-territory,australia,-35.4735,149.0124,2020-02-03,0,0
3180,australian-capital-territory,australia,-35.4735,149.0124,2020-02-04,0,0
3424,australian-capital-territory,australia,-35.4735,149.0124,2020-02-05,0,0
3668,australian-capital-territory,australia,-35.4735,149.0124,2020-02-06,0,0
3912,australian-capital-territory,australia,-35.4735,149.0124,2020-02-07,0,0
4156,australian-capital-territory,australia,-35.4735,149.0124,2020-02-08,0,0
4400,australian-capital-territory,australia,-35.4735,149.0124,2020-02-09,0,0
4644,australian-capital-territory,australia,-35.4735,149.0124,2020-02-10,0,0
4888,australian-capital-territory,australia,-35.4735,149.0124,2020-02-11,0,0
5132,australian-capital-territory,australia,-35.4735,149.0124,2020-02-12,0,0
5376,australian-capital-territory,australia,-35.4735,149.0124,2020-02-13,0,0
5620,australian-capital-territory,australia,-35.4735,149.0124,2020-02-14,0,0
5864,australian-capital-territory,australia,-35.4735,149.0124,2020-02-15,0,0
6108,australian-capital-territory,australia,-35.4735,149.0124,2020-02-16,0,0
6352,australian-capital-territory,australia,-35.4735,149.0124,2020-02-17,0,0
6596,australian-capital-territory,australia,-35.4735,149.0124,2020-02-18,0,0
6840,australian-capital-territory,australia,-35.4735,149.0124,2020-02-19,0,0
7084,australian-capital-territory,australia,-35.4735,149.0124,2020-02-20,0,0
7328,australian-capital-territory,australia,-35.4735,149.0124,2020-02-21,0,0
7572,australian-capital-territory,australia,-35.4735,149.0124,2020-02-22,0,0
7816,australian-capital-territory,australia,-35.4735,149.0124,2020-02-23,0,0
8060,australian-capital-territory,australia,-35.4735,149.0124,2020-02-24,0,0
8304,australian-capital-territory,australia,-35.4735,149.0124,2020-02-25,0,0
8548,australian-capital-territory,australia,-35.4735,149.0124,2020-02-26,0,0
8792,australian-capital-territory,australia,-35.4735,149.0124,2020-02-27,0,0
9036,australian-capital-territory,australia,-35.4735,149.0124,2020-02-28,0,0
9280,australian-capital-territory,australia,-35.4735,149.0124,2020-02-29,0,0
9524,australian-capital-territory,australia,-35.4735,149.0124,2020-03-01,0,0
9768,australian-capital-territory,australia,-35.4735,149.0124,2020-03-02,0,0
10012,australian-capital-territory,australia,-35.4735,149.0124,2020-03-03,0,0
10256,australian-capital-territory,australia,-35.4735,149.0124,2020-03-04,0,0
10500,australian-capital-territory,australia,-35.4735,149.0124,2020-03-05,0,0
10744,australian-capital-territory,australia,-35.4735,149.0124,2020-03-06,0,0
10988,australian-capital-territory,australia,-35.4735,149.0124,2020-03-07,0,0
11232,australian-capital-territory,australia,-35.4735,149.0124,2020-03-08,0,0
11476,australian-capital-territory,australia,-35.4735,149.0124,2020-03-09,0,0
11720,australian-capital-territory,australia,-35.4735,149.0124,2020-03-10,0,0
11964,australian-capital-territory,australia,-35.4735,149.0124,2020-03-11,0,0
12208,australian-capital-territory,australia,-35.4735,149.0124,2020-03-12,0,0
12452,australian-capital-territory,australia,-35.4735,149.0124,2020-03-13,0,0
12696,australian-capital-territory,australia,-35.4735,149.0124,2020-03-14,0,0
12940,australian-capital-territory,australia,-35.4735,149.0124,2020-03-15,0,0
13184,australian-capital-territory,australia,-35.4735,149.0124,2020-03-16,0,0
13428,australian-capital-territory,australia,-35.4735,149.0124,2020-03-17,0,0
13672,australian-capital-territory,australia,-35.4735,149.0124,2020-03-18,0,0
13916,australian-capital-territory,australia,-35.4735,149.0124,2020-03-19,0,0
14160,australian-capital-territory,australia,-35.4735,149.0124,2020-03-20,0,0
14404,australian-capital-territory,australia,-35.4735,149.0124,2020-03-21,0,0
14648,australian-capital-territory,australia,-35.4735,149.0124,2020-03-22,0,0
14892,australian-capital-territory,australia,-35.4735,149.0124,2020-03-23,0,0
15136,australian-capital-territory,australia,-35.4735,149.0124,2020-03-24,0,0
15380,australian-capital-territory,australia,-35.4735,149.0124,2020-03-25,0,0
15624,australian-capital-territory,australia,-35.4735,149.0124,2020-03-26,1,1
15868,australian-capital-territory,australia,-35.4735,149.0124,2020-03-27,1,0
16112,australian-capital-territory,australia,-35.4735,149.0124,2020-03-28,2,1
16356,australian-capital-territory,australia,-35.4735,149.0124,2020-03-29,2,0
16600,australian-capital-territory,australia,-35.4735,149.0124,2020-03-30,2,0
16844,australian-capital-territory,australia,-35.4735,149.0124,2020-03-31,3,1
17088,australian-capital-territory,australia,-35.4735,149.0124,2020-04-01,8,5
17332,australian-capital-territory,australia,-35.4735,149.0124,2020-04-02,11,3
17576,australian-capital-territory,australia,-35.4735,149.0124,2020-04-03,18,7
9,new-south-wales,australia,-33.8688,151.2093,2020-01-22,0,0
253,new-south-wales,australia,-33.8688,151.2093,2020-01-23,0,0
497,new-south-wales,australia,-33.8688,151.2093,2020-01-24,0,0
741,new-south-wales,australia,-33.8688,151.2093,2020-01-25,0,0
985,new-south-wales,australia,-33.8688,151.2093,2020-01-26,0,0
1229,new-south-wales,australia,-33.8688,151.2093,2020-01-27,0,0
1473,new-south-wales,australia,-33.8688,151.2093,2020-01-28,0,0
1717,new-south-wales,australia,-33.8688,151.2093,2020-01-29,0,0
1961,new-south-wales,australia,-33.8688,151.2093,2020-01-30,2,2
2205,new-south-wales,australia,-33.8688,151.2093,2020-01-31,2,0
2449,new-south-wales,australia,-33.8688,151.2093,2020-02-01,2,0
2693,new-south-wales,australia,-33.8688,151.2093,2020-02-02,2,0
2937,new-south-wales,australia,-33.8688,151.2093,2020-02-03,2,0
3181,new-south-wales,australia,-33.8688,151.2093,2020-02-04,2,0
3425,new-south-wales,australia,-33.8688,151.2093,2020-02-05,2,0
3669,new-south-wales,australia,-33.8688,151.2093,2020-02-06,2,0
3913,new-south-wales,australia,-33.8688,151.2093,2020-02-07,2,0
4157,new-south-wales,australia,-33.8688,151.2093,2020-02-08,2,0
4401,new-south-wales,australia,-33.8688,151.2093,2020-02-09,2,0
4645,new-south-wales,australia,-33.8688,151.2093,2020-02-10,2,0
4889,new-south-wales,australia,-33.8688,151.2093,2020-02-11,2,0
5133,new-south-wales,australia,-33.8688,151.2093,2020-02-12,2,0
5377,new-south-wales,australia,-33.8688,151.2093,2020-02-13,4,2
5621,new-south-wales,australia,-33.8688,151.2093,2020-02-14,4,0
5865,new-south-wales,australia,-33.8688,151.2093,2020-02-15,4,0
6109,new-south-wales,australia,-33.8688,151.2093,2020-02-16,4,0
6353,new-south-wales,australia,-33.8688,151.2093,2020-02-17,4,0
6597,new-south-wales,australia,-33.8688,151.2093,2020-02-18,4,0
6841,new-south-wales,australia,-33.8688,151.2093,2020-02-19,4,0
7085,new-south-wales,australia,-33.8688,151.2093,2020-02-20,4,0
7329,new-south-wales,australia,-33.8688,151.2093,2020-02-21,4,0
7573,new-south-wales,australia,-33.8688,151.2093,2020-02-22,4,0
7817,new-south-wales,australia,-33.8688,151.2093,2020-02-23,4,0
8061,new-south-wales,australia,-33.8688,151.2093,2020-02-24,4,0
8305,new-south-wales,australia,-33.8688,151.2093,2020-02-25,4,0
8549,new-south-wales,australia,-33.8688,151.2093,2020-02-26,4,0
8793,new-south-wales,australia,-33.8688,151.2093,2020-02-27,4,0
9037,new-south-wales,australia,-33.8688,151.2093,2020-02-28,4,0
9281,new-south-wales,australia,-33.8688,151.2093,2020-02-29,4,0
9525,new-south-wales,australia,-33.8688,151.2093,2020-03-01,4,0
9769,new-south-wales,australia,-33.8688,151.2093,2020-03-02,4,0
10013,new-south-wales,australia,-33.8688,151.2093,2020-03-03,4,0
10257,new-south-wales,australia,-33.8688,151.2093,2020-03-04,4,0
10501,new-south-wales,australia,-33.8688,151.2093,2020-03-05,4,0
10745,new-south-wales,australia,-33.8688,151.2093,2020-03-06,4,0
10989,new-south-wales,australia,-33.8688,151.2093,2020-03-07,4,0
11233,new-south-wales,australia,-33.8688,151.2093,2020-03-08,4,0
11477,new-south-wales,australia,-33.8688,151.2093,2020-03-09,4,0
11721,new-south-wales,australia,-33.8688,151.2093,2020-03-10,4,0
11965,new-south-wales,australia,-33.8688,151.2093,2020-03-11,4,0
12209,new-south-wales,australia,-33.8688,151.2093,2020-03-12,4,0
12453,new-south-wales,australia,-33.8688,151.2093,2020-03-13,4,0
12697,new-south-wales,australia,-33.8688,151.2093,2020-03-14,4,0
12941,new-south-wales,australia,-33.8688,151.2093,2020-03-15,4,0
13185,new-south-wales,australia,-33.8688,151.2093,2020-03-16,4,0
13429,new-south-wales,australia,-33.8688,151.2093,2020-03-17,4,0
13673,new-south-wales,australia,-33.8688,151.2093,2020-03-18,4,0
13917,new-south-wales,australia,-33.8688,151.2093,2020-03-19,4,0
14161,new-south-wales,australia,-33.8688,151.2093,2020-03-20,4,0
14405,new-south-wales,australia,-33.8688,151.2093,2020-03-21,4,0
14649,new-south-wales,australia,-33.8688,151.2093,2020-03-22,4,0
14893,new-south-wales,australia,-33.8688,151.2093,2020-03-23,4,0
15137,new-south-wales,australia,-33.8688,151.2093,2020-03-24,4,0
15381,new-south-wales,australia,-33.8688,151.2093,2020-03-25,4,0
15625,new-south-wales,australia,-33.8688,151.2093,2020-03-26,4,0
15869,new-south-wales,australia,-33.8688,151.2093,2020-03-27,4,0
16113,new-south-wales,australia,-33.8688,151.2093,2020-03-28,4,0
16357,new-south-wales,australia,-33.8688,151.2093,2020-03-29,4,0
16601,new-south-wales,australia,-33.8688,151.2093,2020-03-30,4,0
16845,new-south-wales,australia,-33.8688,151.2093,2020-03-31,4,0
17089,new-south-wales,australia,-33.8688,151.2093,2020-04-01,4,0
17333,new-south-wales,australia,-33.8688,151.2093,2020-04-02,4,0
17577,new-south-wales,australia,-33.8688,151.2093,2020-04-03,4,0
10,northern-territory,australia,-12.4634,130.8456,2020-01-22,0,0
254,northern-territory,australia,-12.4634,130.8456,2020-01-23,0,0
498,northern-territory,australia,-12.4634,130.8456,2020-01-24,0,0
742,northern-territory,australia,-12.4634,130.8456,2020-01-25,0,0
986,northern-territory,australia,-12.4634,130.8456,2020-01-26,0,0
1230,northern-territory,australia,-12.4634,130.8456,2020-01-27,0,0
1474,northern-territory,australia,-12.4634,130.8456,2020-01-28,0,0
1718,northern-territory,australia,-12.4634,130.8456,2020-01-29,0,0
1962,northern-territory,australia,-12.4634,130.8456,2020-01-30,0,0
2206,northern-territory,australia,-12.4634,130.8456,2020-01-31,0,0
2450,northern-territory,australia,-12.4634,130.8456,2020-02-01,0,0
2694,northern-territory,australia,-12.4634,130.8456,2020-02-02,0,0
2938,northern-territory,australia,-12.4634,130.8456,2020-02-03,0,0
3182,northern-territory,australia,-12.4634,130.8456,2020-02-04,0,0
3426,northern-territory,australia,-12.4634,130.8456,2020-02-05,0,0
3670,northern-territory,australia,-12.4634,130.8456,2020-02-06,0,0
3914,northern-territory,australia,-12.4634,130.8456,2020-02-07,0,0
4158,northern-territory,australia,-12.4634,130.8456,2020-02-08,0,0
4402,northern-territory,australia,-12.4634,130.8456,2020-02-09,0,0
4646,northern-territory,australia,-12.4634,130.8456,2020-02-10,0,0
4890,northern-territory,australia,-12.4634,130.8456,2020-02-11,0,0
5134,northern-territory,australia,-12.4634,130.8456,2020-02-12,0,0
5378,northern-territory,australia,-12.4634,130.8456,2020-02-13,0,0
5622,northern-territory,australia,-12.4634,130.8456,2020-02-14,0,0
5866,northern-territory,australia,-12.4634,130.8456,2020-02-15,0,0
6110,northern-territory,australia,-12.4634,130.8456,2020-02-16,0,0
6354,northern-territory,australia,-12.4634,130.8456,2020-02-17,0,0
6598,northern-territory,australia,-12.4634,130.8456,2020-02-18,0,0
6842,northern-territory,australia,-12.4634,130.8456,2020-02-19,0,0
7086,northern-territory,australia,-12.4634,130.8456,2020-02-20,0,0
7330,northern-territory,australia,-12.4634,130.8456,2020-02-21,0,0
7574,northern-territory,australia,-12.4634,130.8456,2020-02-22,0,0
7818,northern-territory,australia,-12.4634,130.8456,2020-02-23,0,0
8062,northern-territory,australia,-12.4634,130.8456,2020-02-24,0,0
8306,northern-territory,australia,-12.4634,130.8456,2020-02-25,0,0
8550,northern-territory,australia,-12.4634,130.8456,2020-02-26,0,0
8794,northern-territory,australia,-12.4634,130.8456,2020-02-27,0,0
9038,northern-territory,australia,-12.4634,130.8456,2020-02-28,0,0
9282,northern-territory,australia,-12.4634,130.8456,2020-02-29,0,0
9526,northern-territory,australia,-12.4634,130.8456,2020-03-01,0,0
9770,northern-territory,australia,-12.4634,130.8456,2020-03-02,0,0
10014,northern-territory,australia,-12.4634,130.8456,2020-03-03,0,0
10258,northern-territory,australia,-12.4634,130.8456,2020-03-04,0,0
10502,northern-territory,australia,-12.4634,130.8456,2020-03-05,0,0
10746,northern-territory,australia,-12.4634,130.8456,2020-03-06,0,0
10990,northern-territory,australia,-12.4634,130.8456,2020-03-07,0,0
11234,northern-territory,australia,-12.4634,130.8456,2020-03-08,0,0
11478,northern-territory,australia,-12.4634,130.8456,2020-03-09,0,0
11722,northern-territory,australia,-12.4634,130.8456,2020-03-10,0,0
11966,northern-territory,australia,-12.4634,130.8456,2020-03-11,0,0
12210,northern-territory,australia,-12.4634,130.8456,2020-03-12,0,0
12454,northern-territory,australia,-12.4634,130.8456,2020-03-13,0,0
12698,northern-territory,australia,-12.4634,130.8456,2020-03-14,0,0
12942,northern-territory,australia,-12.4634,130.8456,2020-03-15,0,0
13186,northern-territory,australia,-12.4634,130.8456,2020-03-16,0,0
13430,northern-territory,australia,-12.4634,130.8456,2020-03-17,0,0
13674,northern-territory,australia,-12.4634,130.8456,2020-03-18,0,0
13918,northern-territory,australia,-12.4634,130.8456,2020-03-19,0,0
14162,northern-territory,australia,-12.4634,130.8456,2020-03-20,0,0
14406,northern-territory,australia,-12.4634,130.8456,2020-03-21,0,0
14650,northern-territory,australia,-12.4634,130.8456,2020-03-22,0,0
14894,northern-territory,australia,-12.4634,130.8456,2020-03-23,0,0
15138,northern-territory,australia,-12.4634,130.8456,2020-03-24,0,0
15382,northern-territory,australia,-12.4634,130.8456,2020-03-25,0,0
15626,northern-territory,australia,-12.4634,130.8456,2020-03-26,0,0
15870,northern-territory,australia,-12.4634,130.8456,2020-03-27,0,0
16114,northern-territory,australia,-12.4634,130.8456,2020-03-28,0,0
16358,northern-territory,australia,-12.4634,130.8456,2020-03-29,0,0
16602,northern-territory,australia,-12.4634,130.8456,2020-03-30,0,0
16846,northern-territory,australia,-12.4634,130.8456,2020-03-31,0,0
17090,northern-territory,australia,-12.4634,130.8456,2020-04-01,0,0
17334,northern-territory,australia,-12.4634,130.8456,2020-04-02,0,0
17578,northern-territory,australia,-12.4634,130.8456,2020-04-03,0,0
11,queensland,australia,-28.0167,153.4,2020-01-22,0,0
255,queensland,australia,-28.0167,153.4,2020-01-23,0,0
499,queensland,australia,-28.0167,153.4,2020-01-24,0,0
743,queensland,australia,-28.0167,153.4,2020-01-25,0,0
987,queensland,australia,-28.0167,153.4,2020-01-26,0,0
1231,queensland,australia,-28.0167,153.4,2020-01-27,0,0
1475,queensland,australia,-28.0167,153.4,2020-01-28,0,0
1719,queensland,australia,-28.0167,153.4,2020-01-29,0,0
1963,queensland,australia,-28.0167,153.4,2020-01-30,0,0
2207,queensland,australia,-28.0167,153.4,2020-01-31,0,0
2451,queensland,australia,-28.0167,153.4,2020-02-01,0,0
2695,queensland,australia,-28.0167,153.4,2020-02-02,0,0
2939,queensland,australia,-28.0167,153.4,2020-02-03,0,0
3183,queensland,australia,-28.0167,153.4,2020-02-04,0,0
3427,queensland,australia,-28.0167,153.4,2020-02-05,0,0
3671,queensland,australia,-28.0167,153.4,2020-02-06,0,0
3915,queensland,australia,-28.0167,153.4,2020-02-07,0,0
4159,queensland,australia,-28.0167,153.4,2020-02-08,0,0
4403,queensland,australia,-28.0167,153.4,2020-02-09,0,0
4647,queensland,australia,-28.0167,153.4,2020-02-10,0,0
4891,queensland,australia,-28.0167,153.4,2020-02-11,0,0
5135,queensland,australia,-28.0167,153.4,2020-02-12,0,0
5379,queensland,australia,-28.0167,153.4,2020-02-13,0,0
5623,queensland,australia,-28.0167,153.4,2020-02-14,0,0
5867,queensland,australia,-28.0167,153.4,2020-02-15,0,0
6111,queensland,australia,-28.0167,153.4,2020-02-16,0,0
6355,queensland,australia,-28.0167,153.4,2020-02-17,0,0
6599,queensland,australia,-28.0167,153.4,2020-02-18,0,0
6843,queensland,australia,-28.0167,153.4,2020-02-19,0,0
7087,queensland,australia,-28.0167,153.4,2020-02-20,0,0
7331,queensland,australia,-28.0167,153.4,2020-02-21,1,1
7575,queensland,australia,-28.0167,153.4,2020-02-22,1,0
7819,queensland,australia,-28.0167,153.4,2020-02-23,1,0
8063,queensland,australia,-28.0167,153.4,2020-02-24,1,0
8307,queensland,australia,-28.0167,153.4,2020-02-25,1,0
8551,queensland,australia,-28.0167,153.4,2020-02-26,1,0
8795,queensland,australia,-28.0167,153.4,2020-02-27,1,0
9039,queensland,australia,-28.0167,153.4,2020-02-28,1,0
9283,queensland,australia,-28.0167,153.4,2020-02-29,1,0
